person_home_ownership,loan_intent,loan_grade,person_age,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_cred_hist_length,person_income,person_emp_length,cb_person_default_on_file
RENT,PERSONAL,D,23,7700,16.77,1,0.26,4,29772,3,Y
OWN,EDUCATION,D,22,10000,14.83,0,0.17,2,58000,6,N
MORTGAGE,MEDICAL,A,22,11050,6.54,0,0.19,4,58000,4,N
MORTGAGE,MEDICAL,A,25,8500,7.14,0,0.15,3,58000,9,N
RENT,EDUCATION,C,24,7700,12.53,0,0.08,4,96408,1,Y
RENT,EDUCATION,D,22,7750,14.83,1,0.39,3,19680,2,Y
RENT,EDUCATION,C,22,7750,0,1,0.34,4,23000,2,Y
RENT,HOMEIMPROVEMENT,D,24,7750,17.27,1,0.32,3,24000,0,N
MORTGAGE,VENTURE,C,23,8000,13.61,0,0.14,3,58000,8,Y
RENT,DEBTCONSOLIDATION,C,26,7750,14.35,1,0.32,3,24000,1,N
OWN,MEDICAL,C,23,6400,13.48,0,0.11,3,58000,4,Y
RENT,MEDICAL,E,21,7750,16.7,1,0.3,2,26000,2,Y
MORTGAGE,HOMEIMPROVEMENT,C,25,17500,13.11,0,0.3,4,58000,8,Y
RENT,EDUCATION,C,21,7750,13.16,0,0.3,3,26000,4,Y
OWN,MEDICAL,B,23,15000,10.25,0,0.26,3,58000,4,N
MORTGAGE,VENTURE,B,26,5000,10.62,0,0.09,2,58000,10,N
MORTGAGE,DEBTCONSOLIDATION,A,23,5000,7.14,0,0.09,2,58000,3,N
RENT,MEDICAL,B,26,7750,9.62,0,0.26,4,29760,6,N
RENT,EDUCATION,E,24,7750,0,0,0.26,2,30000,6,Y
RENT,VENTURE,F,24,7750,0,1,0.23,2,33000,2,N
RENT,MEDICAL,D,23,7750,14.59,1,0.27,3,29000,6,Y
MORTGAGE,EDUCATION,A,23,9600,7.51,0,0.17,3,58000,0,N
MORTGAGE,MEDICAL,B,25,10400,12.18,0,0.18,2,58000,9,N
MORTGAGE,VENTURE,D,22,6000,0,1,0.12,3,52000,6,Y
MORTGAGE,PERSONAL,B,23,5000,11.48,1,0.1,2,52000,7,N
RENT,PERSONAL,A,22,7750,7.74,0,0.16,2,48000,1,N
RENT,MEDICAL,A,25,7750,9.63,0,0.16,4,49000,2,N
RENT,PERSONAL,B,25,7750,9.99,1,0.08,4,100000,9,N
MORTGAGE,DEBTCONSOLIDATION,A,24,2200,7.4,0,0.04,3,58000,6,N
RENT,DEBTCONSOLIDATION,B,22,7800,10.99,0,0.24,3,33000,5,N
MORTGAGE,HOMEIMPROVEMENT,A,24,3500,7.68,0,0.06,2,58000,0,N
RENT,PERSONAL,B,23,7800,10.95,1,0.24,2,33000,0,N
RENT,PERSONAL,D,24,7800,16.49,1,0.23,4,33600,1,N
MORTGAGE,MEDICAL,B,25,17000,10.95,0,0.29,4,58000,4,N
OWN,EDUCATION,C,22,4500,13.16,0,0.08,2,58000,5,N
RENT,DEBTCONSOLIDATION,C,21,7800,13.79,1,0.23,2,34000,5,N
RENT,VENTURE,C,26,7800,14.27,0,0.22,2,36000,3,N
OTHER,VENTURE,B,23,16000,12.21,0,0.28,4,58000,0,N
OTHER,DEBTCONSOLIDATION,C,22,15000,13.79,0,0.26,4,58000,3,Y
RENT,VENTURE,B,26,7800,12.53,0,0.21,4,38000,6,N
MORTGAGE,MEDICAL,C,26,12000,13.16,0,0.21,4,58000,5,Y
RENT,MEDICAL,A,24,7800,0,0,0.2,2,40000,1,N
MORTGAGE,PERSONAL,D,25,2750,12.86,0,0.05,4,58000,2,Y
MORTGAGE,HOMEIMPROVEMENT,D,25,10000,13.24,0,0.17,4,58000,5,N
MORTGAGE,EDUCATION,D,22,10000,13.87,1,0.19,2,52000,6,Y
RENT,VENTURE,A,25,7800,7.14,0,0.18,3,43000,2,N
MORTGAGE,EDUCATION,A,25,3150,6.17,0,0.05,4,58000,5,N
RENT,MEDICAL,A,26,7800,7.88,0,0.18,2,43000,5,N
RENT,EDUCATION,D,23,7800,15.62,0,0.18,3,43955,7,N
RENT,DEBTCONSOLIDATION,B,23,7800,12.69,0,0.17,4,45000,0,N
RENT,PERSONAL,A,24,7800,7.51,0,0.17,3,45000,3,N
RENT,DEBTCONSOLIDATION,A,24,7800,7.9,0,0.14,4,54000,2,N
MORTGAGE,VENTURE,B,26,6000,10.25,0,0.1,2,58125,10,N
RENT,VENTURE,D,24,7800,15.62,1,0.16,2,49000,2,N
RENT,VENTURE,B,25,7800,12.21,0,0.13,2,59000,2,N
RENT,VENTURE,D,22,7800,15.21,0,0.13,4,60000,6,N
MORTGAGE,EDUCATION,C,22,10000,12.53,0,0.17,2,58200,1,N
MORTGAGE,DEBTCONSOLIDATION,B,23,13000,0,0,0.22,2,58200,2,N
RENT,DEBTCONSOLIDATION,D,23,7800,15.99,1,0.13,3,59004,1,Y
RENT,VENTURE,D,26,7800,16.77,0,0.1,3,78000,6,N
RENT,VENTURE,B,23,7800,9.99,0,0.1,2,80000,2,N
RENT,MEDICAL,B,26,7800,11.83,0,0.09,3,85757,0,N
RENT,DEBTCONSOLIDATION,A,21,7800,7.88,0,0.08,2,100000,1,N
RENT,MEDICAL,B,24,7850,9.96,0,0.3,2,26000,3,N
RENT,PERSONAL,D,22,7875,14.91,1,0.25,2,32000,0,N
MORTGAGE,MEDICAL,A,23,4000,8,0,0.07,2,58500,6,N
MORTGAGE,DEBTCONSOLIDATION,B,25,5000,10.59,0,0.09,4,58560,9,N
MORTGAGE,MEDICAL,B,23,8000,12.21,0,0.14,3,58560,7,N
MORTGAGE,PERSONAL,A,23,7800,7.9,0,0.13,4,58600,6,N
RENT,VENTURE,B,22,7900,9.99,0,0.28,2,28000,7,N
MORTGAGE,EDUCATION,A,22,12000,6.03,0,0.2,4,58608,6,N
MORTGAGE,DEBTCONSOLIDATION,F,22,19200,17.26,1,0.36,4,52650,1,N
RENT,DEBTCONSOLIDATION,C,23,7925,15.27,0,0.26,4,30000,4,Y
MORTGAGE,HOMEIMPROVEMENT,B,26,3000,10.95,1,0.06,4,52704,8,N
MORTGAGE,HOMEIMPROVEMENT,D,25,6000,15.33,0,0.1,3,58750,6,Y
RENT,VENTURE,B,21,7950,10.99,0,0.16,3,50700,5,N
MORTGAGE,EDUCATION,B,22,5100,10.99,0,0.09,4,58800,6,N
RENT,HOMEIMPROVEMENT,B,22,8000,9.99,1,0.56,4,14400,3,N
RENT,HOMEIMPROVEMENT,A,21,8000,7.51,1,0.52,4,15500,3,N
RENT,HOMEIMPROVEMENT,C,24,8000,13.57,1,0.5,2,16000,0,N
MORTGAGE,EDUCATION,D,21,25000,14.09,0,0.43,2,58800,5,N
RENT,HOMEIMPROVEMENT,D,22,8000,16.29,1,0.42,3,19200,4,Y
MORTGAGE,PERSONAL,A,22,9500,6.76,0,0.16,3,58896,6,N
RENT,HOMEIMPROVEMENT,C,24,8000,13.61,1,0.42,3,19200,1,Y
MORTGAGE,PERSONAL,A,26,6400,8.63,0,0.11,3,58900,8,N
RENT,MEDICAL,A,22,8000,0,1,0.4,4,19800,4,N
MORTGAGE,MEDICAL,A,21,3000,7.51,0,0.05,4,58951,5,N
RENT,EDUCATION,B,24,8000,10.99,1,0.4,4,20000,5,N
RENT,MEDICAL,B,21,8000,12.21,1,0.4,4,20000,4,N
MORTGAGE,MEDICAL,A,22,6000,0,0,0.1,2,59000,5,N
MORTGAGE,PERSONAL,A,26,6000,7.51,0,0.1,4,59000,9,N
RENT,MEDICAL,C,24,8000,12.41,1,0.4,4,20000,0,Y
MORTGAGE,PERSONAL,A,23,3600,7.51,0,0.06,2,59000,7,N
MORTGAGE,DEBTCONSOLIDATION,B,23,6000,10.65,1,0.11,3,53000,6,N
MORTGAGE,HOMEIMPROVEMENT,A,25,6000,6.99,0,0.1,3,59000,5,N
MORTGAGE,EDUCATION,B,22,10000,10.99,0,0.17,4,59000,6,N
RENT,EDUCATION,D,22,8000,16.77,1,0.38,2,21000,7,Y
MORTGAGE,EDUCATION,A,23,13000,5.42,0,0.22,4,59000,5,N
MORTGAGE,VENTURE,A,23,2000,5.42,0,0.03,2,59000,7,N
MORTGAGE,VENTURE,A,26,7800,6.99,0,0.13,2,59000,0,N
MORTGAGE,MEDICAL,A,22,15000,5.99,0,0.25,3,59000,1,N
MORTGAGE,MEDICAL,A,25,10625,0,1,0.2,4,53000,9,N
MORTGAGE,DEBTCONSOLIDATION,A,22,6400,0,0,0.11,4,59000,6,N
RENT,MEDICAL,B,22,8000,11.49,1,0.37,3,21600,3,N
MORTGAGE,MEDICAL,D,24,5000,15.62,1,0.09,4,53000,6,N
MORTGAGE,EDUCATION,A,23,9000,8.49,0,0.15,3,59000,7,N
MORTGAGE,PERSONAL,A,21,14400,7.49,1,0.27,2,53000,4,N
RENT,HOMEIMPROVEMENT,C,25,8000,13.98,1,0.36,2,21996,3,Y
RENT,EDUCATION,C,24,8000,13.23,1,0.36,2,22100,4,N
MORTGAGE,EDUCATION,A,22,13375,6.92,0,0.23,4,59000,1,N
MORTGAGE,EDUCATION,C,22,25000,13.8,1,0.47,3,53000,6,N
RENT,HOMEIMPROVEMENT,C,24,8000,13.49,1,0.35,4,23000,0,N
RENT,HOMEIMPROVEMENT,D,25,8000,14.46,1,0.35,2,23000,0,Y
RENT,DEBTCONSOLIDATION,B,23,8000,0,1,0.35,4,23148,0,N
RENT,MEDICAL,A,22,8000,8.59,1,0.34,2,23400,2,N
MORTGAGE,EDUCATION,A,22,20000,6.91,0,0.34,4,59000,4,N
RENT,EDUCATION,A,22,8000,0,1,0.33,2,24000,0,N
MORTGAGE,PERSONAL,A,24,8000,6.54,0,0.14,4,59000,5,N
OWN,HOMEIMPROVEMENT,A,25,5000,6.17,0,0.08,2,59000,6,N
RENT,PERSONAL,A,23,8000,7.29,1,0.33,2,24000,7,N
MORTGAGE,PERSONAL,B,21,5600,11.49,0,0.09,4,59000,5,N
MORTGAGE,EDUCATION,B,25,25000,10.62,0,0.42,3,59000,7,N
MORTGAGE,EDUCATION,B,26,3500,10.99,0,0.06,2,59000,4,N
RENT,MEDICAL,B,26,8000,11.71,1,0.32,4,25000,1,N
RENT,HOMEIMPROVEMENT,B,25,8000,12.42,1,0.32,3,25000,1,N
RENT,VENTURE,B,22,8000,10.74,1,0.32,4,25000,4,N
MORTGAGE,EDUCATION,B,23,21600,11.89,0,0.37,2,59000,0,N
RENT,PERSONAL,C,23,8000,13.61,1,0.32,4,25000,6,Y
RENT,EDUCATION,B,22,8000,11.36,1,0.32,2,25000,6,N
MORTGAGE,HOMEIMPROVEMENT,B,26,500,9.76,0,0.01,2,59000,7,N
MORTGAGE,MEDICAL,A,25,5100,8.32,0,0.09,3,59000,6,N
OWN,VENTURE,A,23,4000,6.99,0,0.07,3,59004,3,N
RENT,DEBTCONSOLIDATION,C,23,8000,12.73,1,0.32,4,25200,1,N
MORTGAGE,PERSONAL,B,26,7000,10,0,0.12,2,59020,10,N
RENT,EDUCATION,B,22,8000,11.99,1,0.31,4,26000,0,N
RENT,MEDICAL,C,25,8000,12.87,1,0.31,4,26000,4,N
RENT,VENTURE,A,24,8000,8.9,0,0.3,4,27000,3,N
RENT,VENTURE,B,26,8000,11.11,0,0.3,4,27000,0,N
RENT,EDUCATION,A,21,8000,8.49,0,0.3,3,27024,4,N
RENT,HOMEIMPROVEMENT,D,23,8000,17.58,1,0.29,4,27996,0,Y
MORTGAGE,DEBTCONSOLIDATION,B,24,2400,12.69,0,0.04,4,59393,4,N
MORTGAGE,EDUCATION,C,25,18500,12.73,0,0.31,2,59400,9,N
MORTGAGE,DEBTCONSOLIDATION,A,25,7500,6.76,0,0.13,3,59436,1,N
RENT,DEBTCONSOLIDATION,C,25,8000,14.65,0,0.29,4,28000,3,Y
MORTGAGE,VENTURE,A,26,12000,6.62,0,0.2,3,59500,9,N
MORTGAGE,EDUCATION,B,24,4200,10.59,0,0.07,2,59500,0,N
MORTGAGE,PERSONAL,B,26,5100,10.37,0,0.09,4,59500,8,N
RENT,DEBTCONSOLIDATION,A,21,8000,7.51,0,0.29,4,28000,0,N
RENT,EDUCATION,B,21,8000,10.99,1,0.29,2,28000,3,N
RENT,DEBTCONSOLIDATION,A,23,8000,7.74,0,0.29,4,28000,8,N
RENT,DEBTCONSOLIDATION,C,24,8000,12.84,0,0.29,4,28000,9,N
MORTGAGE,PERSONAL,A,22,6000,5.42,0,0.1,3,59600,6,N
MORTGAGE,PERSONAL,C,25,10000,13.61,0,0.17,2,59650,9,Y
RENT,MEDICAL,D,24,8000,15.65,0,0.28,2,28590,7,Y
MORTGAGE,VENTURE,B,26,15000,10.99,0,0.25,4,59700,5,N
MORTGAGE,HOMEIMPROVEMENT,B,26,6000,9.99,0,0.1,2,59760,0,N
MORTGAGE,DEBTCONSOLIDATION,E,22,8600,19.42,1,0.16,2,53774,6,N
RENT,EDUCATION,B,22,8000,11.49,0,0.28,2,28800,6,N
MORTGAGE,HOMEIMPROVEMENT,B,25,7000,9.63,0,0.12,2,59796,4,N
MORTGAGE,VENTURE,C,23,15000,15.96,0,0.25,3,59800,7,Y
RENT,MEDICAL,C,22,8000,13.72,0,0.28,2,28800,0,Y
MORTGAGE,VENTURE,C,26,8500,14.79,1,0.16,3,53826,10,N
RENT,MEDICAL,A,24,8000,0,0,0.28,2,28800,5,N
OWN,EDUCATION,A,23,18000,6.91,0,0.3,3,59928,7,N
MORTGAGE,EDUCATION,E,23,15000,16.63,1,0.28,2,53950,8,Y
MORTGAGE,EDUCATION,B,22,6000,0,0,0.1,3,59959,4,N
RENT,EDUCATION,D,26,8000,0,0,0.28,3,28800,5,Y
RENT,MEDICAL,B,21,8000,9.88,0,0.28,2,28800,5,N
RENT,EDUCATION,B,23,8000,12.42,0,0.27,2,30000,2,N
RENT,EDUCATION,B,26,8000,9.91,1,0.27,2,30000,0,N
RENT,MEDICAL,E,24,8000,0,0,0.27,2,30000,3,Y
RENT,MEDICAL,C,23,8000,13.49,0,0.27,2,30000,0,Y
RENT,MEDICAL,A,22,8000,5.42,0,0.27,4,30000,6,N
MORTGAGE,HOMEIMPROVEMENT,B,26,3600,12.69,1,0.07,4,54000,10,N
RENT,PERSONAL,C,26,8000,12.99,0,0.27,2,30000,5,N
MORTGAGE,DEBTCONSOLIDATION,B,23,10000,11.71,0,0.17,4,60000,5,N
RENT,VENTURE,E,22,8000,0,1,0.27,3,30000,0,N
MORTGAGE,PERSONAL,C,26,7200,13.49,0,0.12,2,60000,9,N
RENT,DEBTCONSOLIDATION,B,25,8000,10.74,0,0.27,3,30000,6,N
RENT,MEDICAL,B,26,8000,10,0,0.27,3,30000,1,N
RENT,PERSONAL,B,24,8000,9.25,0,0.27,2,30000,8,N
RENT,EDUCATION,C,26,8000,12.61,0,0.27,4,30000,3,Y
MORTGAGE,PERSONAL,A,24,18000,7.9,0,0.3,3,60000,8,N
MORTGAGE,EDUCATION,A,23,25850,7.9,0,0.43,4,60000,7,N
RENT,MEDICAL,C,24,8000,13.61,0,0.27,3,30000,7,Y
RENT,MEDICAL,C,26,8000,13.98,0,0.27,2,30000,4,N
MORTGAGE,EDUCATION,A,22,12000,7.51,0,0.2,3,60000,0,N
RENT,VENTURE,C,24,8000,14.26,0,0.27,2,30000,5,Y
RENT,VENTURE,B,22,8000,12.53,0,0.27,2,30000,3,N
RENT,PERSONAL,C,25,8000,12.87,0,0.27,4,30000,5,N
RENT,MEDICAL,B,23,8000,12.18,0,0.27,2,30000,4,N
MORTGAGE,DEBTCONSOLIDATION,C,25,1200,13.49,0,0.02,4,60000,4,N
MORTGAGE,EDUCATION,A,24,10000,6.03,0,0.17,3,60000,8,N
MORTGAGE,EDUCATION,A,23,10000,6.03,0,0.17,3,60000,7,N
RENT,PERSONAL,A,22,8000,9.32,0,0.27,4,30000,0,N
MORTGAGE,DEBTCONSOLIDATION,B,23,21000,11.71,0,0.35,4,60000,7,N
RENT,EDUCATION,B,21,8000,0,0,0.27,2,30000,5,N
RENT,PERSONAL,C,23,8000,14.65,0,0.27,2,30188,3,N
RENT,DEBTCONSOLIDATION,B,22,8000,11.49,0,0.26,2,30996,2,N
MORTGAGE,PERSONAL,C,23,12000,15.27,0,0.2,4,60000,3,Y
MORTGAGE,MEDICAL,C,26,18000,13.49,0,0.3,4,60000,2,N
RENT,HOMEIMPROVEMENT,C,26,8000,14.27,1,0.26,3,31000,5,Y
MORTGAGE,VENTURE,B,26,20000,12.69,0,0.33,2,60000,10,N
RENT,MEDICAL,B,24,8000,11.49,0,0.26,2,31200,7,N
RENT,VENTURE,B,23,8000,11.49,0,0.26,4,31200,6,N
RENT,PERSONAL,C,25,8000,12.61,0,0.25,4,31416,5,Y
MORTGAGE,EDUCATION,B,23,21200,12.42,1,0.39,2,54000,7,N
MORTGAGE,HOMEIMPROVEMENT,B,26,12000,10.65,0,0.2,2,60000,8,N
OWN,EDUCATION,C,23,16000,14.27,0,0.27,4,60000,5,Y
RENT,DEBTCONSOLIDATION,B,25,8000,10.62,0,0.25,3,32000,2,N
MORTGAGE,MEDICAL,A,24,20000,7.9,0,0.33,4,60000,7,N
RENT,EDUCATION,A,22,8000,7.9,0,0.25,2,32400,6,N
RENT,EDUCATION,C,23,8000,0,0,0.24,4,33000,4,Y
MORTGAGE,EDUCATION,A,26,10000,6.03,0,0.17,4,60000,0,N
MORTGAGE,HOMEIMPROVEMENT,C,24,6300,14.65,1,0.12,2,54000,6,Y
RENT,DEBTCONSOLIDATION,B,22,8000,10.51,1,0.24,3,33996,1,N
RENT,DEBTCONSOLIDATION,B,22,8000,9.91,0,0.24,4,34000,2,N
MORTGAGE,MEDICAL,A,23,7000,7.9,0,0.12,4,60000,7,N
MORTGAGE,EDUCATION,A,25,12000,7.9,0,0.2,3,60000,9,N
MORTGAGE,EDUCATION,B,24,7000,11.71,0,0.12,2,60000,8,N
RENT,HOMEIMPROVEMENT,B,24,8000,12.42,1,0.28,2,29000,4,N
MORTGAGE,MEDICAL,A,23,3000,8.9,0,0.05,4,60000,7,N
MORTGAGE,PERSONAL,B,23,12000,10.65,0,0.2,2,60000,3,N
MORTGAGE,EDUCATION,C,23,25600,0,0,0.43,4,60000,6,N
MORTGAGE,PERSONAL,A,22,10000,8.9,0,0.17,4,60000,6,N
MORTGAGE,PERSONAL,A,23,8000,7.51,0,0.13,2,60000,0,N
RENT,DEBTCONSOLIDATION,C,22,8000,14.27,0,0.23,3,35000,3,N
RENT,EDUCATION,A,24,8000,6.03,0,0.23,2,35000,8,N
MORTGAGE,EDUCATION,C,26,30000,14.27,0,0.5,4,60000,3,N
MORTGAGE,VENTURE,D,25,10000,16.77,0,0.17,3,60000,10,N
MORTGAGE,EDUCATION,D,25,12000,16.77,0,0.2,4,60000,7,N
RENT,PERSONAL,D,26,8000,0,0,0.23,3,35000,10,N
RENT,EDUCATION,A,22,8000,7.29,0,0.23,2,35000,5,N
OWN,MEDICAL,A,23,5000,6.03,0,0.08,3,60000,2,N
MORTGAGE,VENTURE,A,24,12000,7.9,0,0.2,3,60000,0,N
MORTGAGE,EDUCATION,A,23,15000,7.9,0,0.25,3,60000,7,N
RENT,VENTURE,F,23,8000,18.3,1,0.28,2,29000,0,N
RENT,EDUCATION,C,23,8000,12.73,1,0.28,3,29000,7,N
MORTGAGE,MEDICAL,A,22,10000,7.9,0,0.17,4,60000,1,N
RENT,VENTURE,C,22,8000,12.41,0,0.23,3,35000,1,N
MORTGAGE,PERSONAL,D,26,8000,16.77,0,0.13,2,60000,10,N
MORTGAGE,VENTURE,A,25,14000,7.9,0,0.23,2,60000,4,N
MORTGAGE,HOMEIMPROVEMENT,B,25,4000,12.69,0,0.07,2,60000,6,N
RENT,EDUCATION,B,22,8000,9.2,0,0.23,3,35000,1,N
MORTGAGE,DEBTCONSOLIDATION,A,24,10000,8.9,0,0.17,2,60000,6,N
RENT,VENTURE,A,23,8000,0,0,0.23,3,35004,7,N
RENT,DEBTCONSOLIDATION,D,22,8000,14.42,1,0.27,4,29570,6,Y
MORTGAGE,EDUCATION,B,22,3950,10.65,0,0.07,2,60000,6,N
MORTGAGE,VENTURE,A,22,5000,7.9,0,0.08,2,60000,3,N
MORTGAGE,EDUCATION,A,26,16000,7.9,0,0.27,2,60000,7,N
RENT,HOMEIMPROVEMENT,C,26,8000,0,1,0.27,3,30000,6,N
RENT,EDUCATION,A,23,8000,7.51,0,0.22,2,36000,0,N
RENT,DEBTCONSOLIDATION,B,22,8000,11.11,1,0.27,3,30000,2,N
OWN,VENTURE,B,25,9000,9.91,0,0.15,3,60000,0,N
MORTGAGE,EDUCATION,B,24,3000,10.65,0,0.05,2,60000,8,N
RENT,VENTURE,B,23,8000,0,0,0.22,2,36000,5,N
RENT,VENTURE,E,21,8000,16.45,1,0.27,2,30000,3,Y
OWN,VENTURE,A,23,11500,0,0,0.19,4,60000,7,N
MORTGAGE,HOMEIMPROVEMENT,B,24,1500,12.42,0,0.03,2,60000,9,N
RENT,EDUCATION,D,22,8000,15.33,0,0.22,2,36000,4,N
MORTGAGE,DEBTCONSOLIDATION,B,25,23275,12.42,0,0.39,3,60000,9,N
MORTGAGE,EDUCATION,B,22,6000,9.91,0,0.1,4,60000,6,N
MORTGAGE,DEBTCONSOLIDATION,B,24,10000,11.71,0,0.17,2,60000,2,N
MORTGAGE,VENTURE,A,24,3000,7.51,0,0.05,4,60000,9,N
MORTGAGE,HOMEIMPROVEMENT,C,25,5000,15.27,0,0.08,2,60000,1,Y
RENT,VENTURE,B,24,8000,11.48,0,0.22,4,36000,8,N
MORTGAGE,DEBTCONSOLIDATION,A,25,9600,6.03,0,0.16,3,60000,9,N
MORTGAGE,EDUCATION,A,24,4000,7.9,0,0.07,3,60000,4,N
RENT,DEBTCONSOLIDATION,B,26,8000,12.21,0,0.22,2,36903,3,N
RENT,EDUCATION,A,22,8000,7.14,1,0.26,4,30996,6,N
MORTGAGE,MEDICAL,A,25,8650,7.51,0,0.14,2,60000,4,N
RENT,EDUCATION,A,22,8000,8.94,0,0.22,2,37000,0,N
MORTGAGE,PERSONAL,A,23,6000,8.9,0,0.1,4,60000,7,N
OWN,VENTURE,A,22,13250,7.9,0,0.22,3,60000,0,N
RENT,MEDICAL,D,25,8000,0,1,0.26,3,31008,7,N
MORTGAGE,EDUCATION,A,23,1200,6.03,0,0.02,3,60000,6,N
RENT,PERSONAL,D,22,8000,14.3,1,0.26,3,31200,0,Y
RENT,EDUCATION,E,23,8000,14.18,0,0.21,2,37440,8,N
RENT,VENTURE,C,23,8000,14.26,0,0.21,4,37500,2,N
RENT,MEDICAL,A,24,8000,7.29,0,0.21,2,37648,0,N
OWN,MEDICAL,B,22,1000,10.99,0,0.02,2,60000,6,N
OWN,VENTURE,D,22,15000,16.49,0,0.25,2,60000,7,Y
MORTGAGE,DEBTCONSOLIDATION,A,24,1500,5.42,1,0.03,3,54000,1,N
MORTGAGE,EDUCATION,B,22,16800,11.99,0,0.28,3,60000,6,N
RENT,MEDICAL,B,24,8000,9.63,0,0.21,2,37876,4,N
MORTGAGE,EDUCATION,A,23,12000,5.99,0,0.2,3,60000,7,N
MORTGAGE,DEBTCONSOLIDATION,C,22,18000,12.99,0,0.3,2,60000,6,N
MORTGAGE,EDUCATION,D,22,2500,15.99,0,0.04,3,60000,6,N
MORTGAGE,MEDICAL,B,22,6750,10.99,0,0.11,4,60000,1,N
MORTGAGE,VENTURE,D,25,8400,16.89,0,0.14,3,60000,6,N
RENT,PERSONAL,B,23,8000,10.65,0,0.21,3,38000,5,N
MORTGAGE,EDUCATION,A,23,16000,7.49,0,0.27,3,60000,0,N
RENT,MEDICAL,B,26,8000,12.69,0,0.21,4,38000,4,N
RENT,MEDICAL,B,24,8000,11.49,0,0.21,2,38000,8,N
MORTGAGE,EDUCATION,B,23,21000,0,0,0.35,3,60000,8,N
MORTGAGE,PERSONAL,B,25,6900,9.99,0,0.12,3,60000,2,N
MORTGAGE,DEBTCONSOLIDATION,B,25,10000,11.49,0,0.17,2,60000,10,N
MORTGAGE,HOMEIMPROVEMENT,A,26,2000,0,0,0.03,4,60000,3,N
MORTGAGE,DEBTCONSOLIDATION,A,22,8000,6.99,0,0.13,4,60000,5,N
MORTGAGE,EDUCATION,A,23,8850,6.99,0,0.15,3,60000,5,N
MORTGAGE,EDUCATION,A,26,8500,5.42,1,0.16,3,54000,10,N
RENT,MEDICAL,A,23,8000,6.17,0,0.21,2,38000,0,N
RENT,DEBTCONSOLIDATION,B,22,8000,11.36,0,0.21,3,38004,2,N
RENT,EDUCATION,A,22,8000,7.88,0,0.21,4,38400,6,N
RENT,DEBTCONSOLIDATION,F,23,8000,18.43,1,0.24,3,32698,3,Y
MORTGAGE,DEBTCONSOLIDATION,C,23,7000,12.99,0,0.12,4,60000,6,N
RENT,DEBTCONSOLIDATION,A,26,8000,6.62,0,0.21,2,39000,2,N
MORTGAGE,VENTURE,A,25,15000,8.49,0,0.25,3,60000,9,N
MORTGAGE,VENTURE,D,23,4000,15.62,1,0.07,3,54000,3,N
MORTGAGE,EDUCATION,C,23,8000,13.49,0,0.13,2,60000,6,Y
MORTGAGE,DEBTCONSOLIDATION,B,26,4800,11.49,1,0.09,2,54000,11,N
MORTGAGE,EDUCATION,B,22,3500,9.99,0,0.06,2,60000,2,N
RENT,PERSONAL,B,22,8000,11.11,0,0.2,3,39860,6,N
RENT,PERSONAL,A,22,8000,7.14,0,0.2,4,39996,2,N
MORTGAGE,MEDICAL,A,24,17000,7.49,0,0.28,2,60000,8,N
MORTGAGE,PERSONAL,A,22,5200,5.99,0,0.09,2,60000,2,N
RENT,PERSONAL,B,23,8000,10.95,1,0.24,3,33996,7,N
RENT,DEBTCONSOLIDATION,B,25,8000,12.42,0,0.2,2,40000,9,N
MORTGAGE,HOMEIMPROVEMENT,B,26,5000,9.99,0,0.08,2,60000,6,N
RENT,VENTURE,A,22,8000,7.9,0,0.2,4,40000,1,N
MORTGAGE,PERSONAL,A,25,3600,5.99,0,0.06,3,60000,10,N
RENT,EDUCATION,C,22,8000,12.99,0,0.2,2,40000,2,N
MORTGAGE,VENTURE,A,22,5600,7.49,0,0.09,3,60000,5,N
RENT,VENTURE,D,24,8000,16.49,1,0.24,3,34000,0,Y
RENT,EDUCATION,B,23,8000,11.49,0,0.2,3,40000,3,N
MORTGAGE,EDUCATION,B,23,5600,10.99,0,0.09,2,60000,0,N
RENT,DEBTCONSOLIDATION,B,21,8000,9.63,0,0.2,2,40000,2,N
MORTGAGE,MEDICAL,C,23,5200,13.99,1,0.1,3,54000,5,N
RENT,MEDICAL,B,24,8000,9.63,0,0.2,3,40000,4,N
RENT,PERSONAL,A,24,8000,6.17,0,0.2,2,40000,2,N
RENT,DEBTCONSOLIDATION,B,22,8000,11.36,0,0.2,4,40000,2,N
OWN,EDUCATION,A,23,20000,7.49,0,0.33,3,60000,8,N
RENT,VENTURE,B,24,8000,10.25,0,0.2,4,40000,0,N
MORTGAGE,VENTURE,A,25,5000,0,0,0.08,4,60000,5,N
OWN,VENTURE,D,24,15000,16.89,0,0.25,2,60000,1,Y
RENT,EDUCATION,B,22,8000,12.18,0,0.2,4,40000,2,N
MORTGAGE,EDUCATION,A,24,4000,5.42,0,0.07,2,60000,3,N
RENT,VENTURE,A,24,8000,7.66,0,0.2,2,40560,5,N
OWN,DEBTCONSOLIDATION,D,25,10000,16.49,0,0.17,3,60000,1,N
MORTGAGE,DEBTCONSOLIDATION,A,24,6000,5.42,0,0.1,3,60000,0,N
RENT,VENTURE,B,25,8000,10.99,0,0.2,4,41000,3,N
RENT,PERSONAL,F,21,8000,19.79,1,0.23,4,35000,0,Y
MORTGAGE,PERSONAL,A,25,10425,8.49,0,0.17,4,60000,5,N
